text,label,text_length
4 oclock at mine. just to bash out a flat plan.,0,47
u buy newspapers already?,0,25
no rushing. i'm not working. i'm in school so if we rush we go hungry.,0,70
give one miss from that number please,0,37
am in film ill call you later.,0,30
no. i.ll meet you in the library,0,32
for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,0,113
r we still meeting 4 dinner tonight?,0,36
huh? 6 also cannot? then only how many mistakes?,0,48
don no da:)whats you plan?,0,26
k k :-):-) then watch some films.,0,33
today i'm not workin but not free oso... gee... thgt u workin at ur fren's shop ?,0,81
we live in the next &lt;#&gt; mins,0,34
quite late lar... ard 12 anyway i wun b drivin...,0,49
"tick, tick, tick ... babe",0,25
okay lor... will they still let us go a not ah? coz they will not know until later. we drop our cards into the box right?,0,121
well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that i'm a weed fiend/make them smoke too much/impede their doing other things so you see how i'm hesitant,0,220
all was well until slightly disastrous class this pm with my fav darlings! hope day off ok. coffee wld be good as can't stay late tomorrow. same time + place as always?,0,168
i bought the test yesterday. its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. but pls pls dont fret. i know u r worried. pls relax. also is there anything in ur past history u need to tell me?,0,237
yup i'm still having coffee wif my frens... my fren drove she'll give me a lift...,0,82
buy space invaders 4 a chance 2 win orig arcade game console. press 0 for games arcade (std wap charge) see o2.co.uk/games 4 terms + settings. no purchase,1,154
"500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,142
hello darlin ive finished college now so txt me when u finish if u can love kate xxx,0,84
you in your room? i need a few,0,30
nope... c ü then...,0,19
u r a winner u ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),1,151
boy; i love u grl: hogolo boy: gold chain kodstini grl: agalla boy: necklace madstini grl: agalla boy: hogli 1 mutai eerulli kodthini! grl: i love u kano;-),0,156
i'm always on yahoo messenger now. just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. and will reply.,0,158
true. its easier with her here.,0,31
"yo, you around? just got my car back",0,36
"well imma definitely need to restock before thanksgiving, i'll let you know when i'm out",0,88
tone club: your subs has now expired 2 re-sub reply monoc 4 monos or polyc 4 polys 1 weekly @ 150p per week txt stop 2 stop this msg free stream 0871212025016,1,158
your gonna have to pick up a $1 burger for yourself on your way home. i can't even move. pain is killing me.,0,108
crazy ar he's married. ü like gd looking guys not me. my frens like say he's korean leona's fave but i dun thk he is. aft some thinking mayb most prob i'll go.,0,159
"wn u r hurt by d prsn who s close 2 u, do fight wit dem. coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. gud eveb-)",0,152
genius what's up. how your brother. pls send his number to my skype.,0,68
i come n pick ü up... come out immediately aft ur lesson...,0,59
"night sweet, sleep well! i've just been to see the exorcism of emily rose and may never sleep again! hugs and snogs!",0,116
customer loyalty offer:the new nokia6650 mobile from only £10 at txtauction! txt word: start to no: 81151 & get yours now! 4t&ctxt tc 150p/mtmsg,1,144
urgent! we are trying to contact u todays draw shows that you have won a £800 prize guaranteed. call 09050000460 from land line. claim j89. po box245c2150pm,1,156
"jolly good! by the way, will give u tickets for sat eve 7.30. speak before then x",0,81
"free ringtone text first to 87131 for a poly or text get to 87131 for a true tone! help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",1,156
be happy there. i will come after noon,0,38
"thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy! this is the message i sent days ago",0,215
going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,0,142
howz pain?hope u r fine..,0,25
two teams waiting for some players,0,34
"urgent, important information for o2 user. today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting for you",1,163
i'm freezing and craving ice. fml,0,33
rightio. 11.48 it is then. well arent we all up bright and early this morning.,0,78
had your mobile 10 mths? update to latest orange camera/video phones for free. save £s with free texts/weekend calls. text yes for a callback orno to opt out,1,157
that was random saw my old roomate on campus. he graduated,0,58
i love you both too :-),0,23
if u dun drive then how i go 2 sch.,0,35
"awesome, text me when you're restocked",0,38
i wish! i don't think its gonna snow that much. but it will be more than those flurries we usually get that melt before they hit the ground. eek! we haven't had snow since &lt;#&gt; before i was even born!,0,205
"hello, my boytoy! i made it home and my constant thought is of you, my love. i hope your having a nice visit but i can't wait till you come home to me ...*kiss*",0,160
ok.. ü finishing soon?,0,22
wrong phone! this phone! i answer this one but assume the other is people i don't well,0,86
1. tension face 2. smiling face 3. waste face 4. innocent face 5.terror face 6.cruel face 7.romantic face 8.lovable face 9.decent face &lt;#&gt; .joker face.,0,157
"urgent! your mobile no 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362231 asap! box97n7qp, 150ppm",1,158
dear :-/ why you mood off. i cant drive so i brother to drive,0,61
"dear matthew please call 09063440451 from a landline, your complimentary 4*lux tenerife holiday or £1000 cash await collection. ppm150 sae t&cs box334 sk38xh.",1,158
tmr timin still da same wat cos i got lesson until 6...,0,55
hmm...my uncle just informed me that he's paying the school directly. so pls buy food.,0,86
pls she needs to dat slowly or she will vomit more.,0,51
i'm in class. will holla later,0,30
i donno its in your genes or something,0,38
can you do a mag meeting this avo at some point?,0,48
today is accept day..u accept me as? brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,0,156
freemsg:feelin kinda lnly hope u like 2 keep me company! jst got a cam moby wanna c my pic?txt or reply date to 82242 msg150p 2rcv hlp 08712317606 stop to 82242,1,160
goldviking (29/m) is inviting you to be his friend. reply yes-762 or no-762 see him: www.sms.ac/u/goldviking stop? send stop frnd to 62468,1,138
oh is it? send me the address,0,29
in e msg jus now. u said thanks for gift.,0,41
"although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. thanx 4 everything dat u've done today, i'm touched...",0,155
just trying to figure out when i'm suppose to see a couple different people this week. we said we'd get together but i didn't set dates,0,135
i have lost 10 kilos as of today!,0,33
understand. his loss is my gain :) so do you work? school?,0,58
"urgent urgent! we have 800 free flights to europe to give away, call b4 10th sept & take a friend 4 free. call now to claim on 09050000555. ba128nnfwfly150ppm",1,158
he said i look pretty wif long hair wat. but i thk he's cutting quite short 4 me leh.,0,85
we left already we at orchard now.,0,34
ok i'm waliking ard now... do u wan me 2 buy anything go ur house?,0,66
do you hide anythiing or keeping distance from me,0,49
"aight, call me once you're close",0,32
is fujitsu s series lifebook good?,0,34
"did you hear about the new ""divorce barbie""? it comes with all of ken's stuff!",1,78
talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and see who you could meet.,1,144
i think i am disturbing her da,0,30
doc prescribed me morphine cause the other pain meds aren't enough. waiting for my mom to bring it. that med should kick in fast so i'm gonna try to be on later,0,160
jus finish bathing...,0,21
well i will watch shrek in 3d!!b),0,33
don know. i did't msg him recently.,0,35
send his number and give reply tomorrow morning for why you said that to him like that ok,0,89
sorry da. i gone mad so many pending works what to do.,0,54
am also doing in cbe only. but have to pay.,0,43
mum ask ü to buy food home...,0,29
"do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",1,135
u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09065171142-stopsms-08718727870150ppm,1,158
check audrey's status right now,0,31
u free on sat rite? u wan 2 watch infernal affairs wif me n darren n mayb xy?,0,77
sending you greetings of joy and happiness. do have a gr8 evening,0,65
what do u want for xmas? how about 100 free text messages & a new video phone with half price line rental? call free now on 0800 0721072 to find out more!,1,154
then mum's repent how?,0,22
boltblue tones for 150p reply poly# or mono# eg poly3 1. cha cha slide 2. yeah 3. slow jamz 6. toxic 8. come with me or stop 4 more tones txt more,1,146
k...k...when will you give treat?,0,33
why didn't u call on your lunch?,0,32
how much did ur hdd casing cost.,0,32
you should know now. so how's anthony. are you bringing money. i've school fees to pay and rent and stuff like that. thats why i need your help. a friend in need....|,0,166
"no, i was trying it all weekend ;v",0,34
sac will score big hundred.he is set batsman:-),0,47
"cool, i'll text you in a few",0,28
i am going to film 2day da. at 6pm. sorry da.,0,45
tell me they're female :v how're you throwing in? we're deciding what all to get now,0,84
whens your radio show?,0,22
hello madam how are you ?,0,25
"ok omw now, you at castor?",0,26
i'm on my way home. went to change batt 4 my watch then go shop a bit lor.,0,74
"hi jon, pete here, ive bin 2 spain recently & hav sum dinero left, bill said u or ur rents mayb interested in it, i hav 12,000pes, so around £48, tb, james.",0,157
"you are being contacted by our dating service by someone you know! to find out who it is, call from a land line 09050000928. pobox45w2tg150p",1,140
"urgent! your mobile no 07808726822 was awarded a £2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9758 box95qu",1,154
you do got a shitload of diamonds though,0,40
i'm hungry buy smth home...,0,27
i'm sorry. i've joined the league of people that dont keep in touch. you mean a great deal to me. you have been a friend at all times even at great personal cost. do have a great week.|,0,185
well. im computerless. time to make some oreo truffles,0,54
only 2% students solved this cat question in 'xam... 5+3+2= &lt;#&gt; 9+2+4= &lt;#&gt; 8+6+3= &lt;#&gt; then 7+2+5=????? tell me the answer if u r brilliant...1thing.i got d answr.,0,180
"dear all, as we know &lt;#&gt; th is the &lt;#&gt; th birthday of our loving gopalettan. we are planning to give a small gift on that day. those who like to participate in that you are welcome. please contact our admin team for more details",0,240
but we havent got da topic yet rite?,0,36
yes fine,0,8
ok enjoy . r u there in home.,0,29
lil fever:) now fine:),0,22
wat ü doing now?,0,16
we tried to contact you re your reply to our offer of a video handset? 750 anytime networks mins? unlimited text? camcorder? reply or call 08000930705 now,1,154
what time do u get out?,0,23
c movie is juz last minute decision mah. juz watch 2 lar but i tot ü not interested.,0,84
i didn't get the second half of that message,0,44
hey... very inconvenient for your sis a not huh?,0,48
"aight, tomorrow around &lt;#&gt; it is",0,38
life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,0,144
i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person. i'll make a trip to ptbo for that. i hope everything is good with you babe and i love ya :),0,229
come aftr &lt;decimal&gt; ..now i m cleaning the house,0,54
wat u doing there?,0,18
what is the plural of the noun research?,0,40
stop the story. i've told him i've returned it and he's saying i should not re order it.,0,88
"also sir, i sent you an email about how to log into the usc payment portal. i.ll send you another message that should explain how things are back home. have a great weekend.",0,173
r u over scratching it?,0,23
then we wait 4 u lor... no need 2 feel bad lar...,0,49
sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. £1.50 sp:tyrone,1,136
"free ring tone just text ""polys"" to 87131. then every week get a new tone. 0870737910216yrs only £1.50/wk.",1,106
i will cme i want to go to hos 2morow. after that i wil cme. this what i got from her dear what to do. she didnt say any time,0,125
dude got a haircut. now its breezy up there,0,43
"urgent! call 09061749602 from landline. your complimentary 4* tenerife holiday or £10,000 cash await collection sae t&cs box 528 hp20 1yf 150ppm 18+",1,148
normally i use to drink more water daily:),0,42
what's the significance?,0,24
"hey ! i want you ! i crave you ! i miss you ! i need you ! i love you, ahmad saeed al hallaq ...",0,96
"i sent my scores to sophas and i had to do secondary application for a few schools. i think if you are thinking of applying, do a research on cost also. contact joke ogunrinde, her school is one me the less expensive ones",0,221
its a great day. do have yourself a beautiful one.,0,50
jus came back fr lunch wif my sis only. u leh?,0,46
"we made it! eta at taunton is 12:30 as planned, hope that‘s still okday?! good to see you! :-xx",0,95
well i'm going to be an aunty!,0,30
"a famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'married'",0,169
x2 &lt;#&gt; . are you going to get that,0,40
me too! have a lovely night xxx,0,31
hey you told your name to gautham ah?,0,37
nah dub but je still buff,0,25
"im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! u 4give me? i think u shldxxxx",0,114
jus finish watching tv... u?,0,28
done it but internet connection v slow and can‘t send it. will try again later or first thing tomo.,0,99
hello handsome ! are you finding that job ? not being lazy ? working towards getting back that net for mummy ? where's my boytoy now ? does he miss me ?,0,152
"dear hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at &lt;email&gt; ,kerala",0,107
din i tell u jus now 420,0,24
huh so early.. then ü having dinner outside izzit?,0,50
yeah like if it goes like it did with my friends imma flip my shit in like half an hour,0,87
hey check it da. i have listed da.,0,34
hey so this sat are we going for the intro pilates only? or the kickboxing too?,0,79
my battery is low babe,0,22
anything...,0,11
you will recieve your tone within the next 24hrs. for terms and conditions please see channel u teletext pg 750,1,111
"urgent! call 09066350750 from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+",1,152
when can ü come out?,0,20
"good afternoon, my love! how goes that day ? i hope maybe you got some leads on a job. i think of you, boytoy and send you a passionate kiss from across the sea",0,160
also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week i have a new bong &gt;:(,0,135
am in gobi arts college,0,23
u dun say so early hor... u c already then say...,0,49
where r e meeting tmr?,0,22
2 laptop... i noe infra but too slow lar... i wan fast one,0,58
yes when is the appt again?,0,27
tell me whos this pls:-),0,24
no wonder... cos i dun rem seeing a silver car... but i thk i saw a black one...,0,80
please da call me any mistake from my side sorry da. pls da goto doctor.,0,72
i have a rather prominent bite mark on my right cheek,0,53
sat right? okay thanks...,0,25
"oh yeah,and hav a great time in newquay-send me a postcard !1 look after all the girls while im gone(u know the 1im talkin bout!)xx",0,131
"hey...great deal...farm tour 9am to 5pm $95/pax, $50 deposit by 16 may",0,70
okay. i've seen it. so i should pick it on friday?,0,50
how's it feel? mr. your not my real valentine just my yo valentine even tho u hardly play!!,0,91
we can make a baby in yo tho,0,28
we took hooch for a walk toaday and i fell over! splat! grazed my knees and everything! should have stayed at home! see you tomorrow!,0,133
i'm stuck in da middle of da row on da right hand side of da lt...,0,66
tmr then ü brin lar... aiya later i come n c lar... mayb ü neva set properly ü got da help sheet wif ü...,0,105
ok. there may be a free gym about.,0,34
what you did in leave.,0,22
i'm at bruce &amp; fowler now but i'm in my mom's car so i can't park (long story),0,82
at the funeral home with audrey and dad,0,39
where is it. is there any opening for mca.,0,42
lol ok. i'll snatch her purse too.,0,34
"sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish. as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there. she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife, my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!",0,588
ron say fri leh. n he said ding tai feng cant make reservations. but he said wait lor.,0,86
no break time one... how... i come out n get my stuff fr ü?,0,59
wewa is 130. iriver 255. all 128 mb.,0,36
"nothing, i got msg frm tht unknown no..",0,39
hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a 10 man gang bang,0,141
hey you can pay. with salary de. only &lt;#&gt; .,0,49
pls send me the correct name da.,0,32
think + da. you wil do.,0,23
"right on brah, see you later",0,28
thanks for your subscription to ringtone uk your mobile will be charged £5/month please confirm by replying yes or no. if you reply no you will not be charged,1,158
ya that one is slow as poo,0,26
i will be gentle princess! we will make sweet gentle love...,0,60
"""can i please come up now imin town.dontmatter if urgoin outl8r,just reallyneed 2docd.please dontplease dontignore mycalls,u no thecd isv.important tome 4 2moro""",0,161
i told that am coming on wednesday.,0,35
"i call you later, don't have network. if urgnt, sms me.",0,55
"the &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for &lt;#&gt; and with 3g for &lt;#&gt; . that's why i blanked him.",0,139
lmao. take a pic and send it to me.,0,35
oh sorry please its over,0,24
then get some cash together and i'll text jason,0,47
i've not sent it. he can send me.,0,33
ok lor. i ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0,82
yeah you should. i think you can use your gt atm now to register. not sure but if there's anyway i can help let me know. but when you do be sure you are ready.,0,159
oh dang! i didn't mean o send that to you! lol!,0,47
r we going with the &lt;#&gt; bus?,0,34
"do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!",0,151
"k give me a sec, breaking a &lt;#&gt; at cstore",0,47
"hi , where are you? we're at and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0,135
i called but no one pick up e phone. i ask both of them already they said ok.,0,77
congratulations ur awarded either £500 of cd gift vouchers & free entry 2 our £100 weekly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16,1,148
"probably not, i'm almost out of gas and i get some cash tomorrow",0,64
"you can stop further club tones by replying ""stop mix"" see my-tone.com/enjoy. html for terms. club tones cost gbp4.50/week. mfl, po box 1146 mk45 2wt (2/3)",1,155
"not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",0,82
havent shopping now lor i juz arrive only,0,41
university of southern california.,0,34
ok i thk i got it. then u wan me 2 come now or wat?,0,51
fuck cedar key and fuck her (come over anyway tho),0,50
would me smoking you out help us work through this difficult time,0,65
"kate jackson rec center before 7ish, right?",0,43
no way i'm going back there!,0,28
"arms fine, how's cardiff and uni?",0,33
"hey elaine, is today's meeting still on?",0,40
as per your request 'maangalyam (alaipayuthe)' has been set as your callertune for all callers. press *9 to copy your friends callertune,0,136
"fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx p.s this is my dads fone, -no credit",0,132
u are subscribed to the best mobile content service in the uk for £3 per ten days until you send stop to 83435. helpline 08706091795.,1,133
tension ah?what machi?any problem?,0,34
pls pls find out from aunt nike.,0,32
pathaya enketa maraikara pa',0,28
"he has lots of used ones babe, but the model doesn't help. youi have to bring it over and he'll match it up",0,107
lol yes. but it will add some spice to your day.,0,48
hey u still at the gym?,0,23
now get step 2 outta the way. congrats again.,0,45
do you want bold 2 or bb torch,0,30
how come guoyang go n tell her? then u told her?,0,48
it's é only $140 ard...é rest all ard $180 at least...which is é price 4 é 2 bedrm ($900),0,89
"forgot it takes me 3 years to shower, sorry. where you at/your phone dead yet?",0,78
08714712388 between 10am-7pm cost 10p,1,37
its a valentine game. . . send dis msg to all ur friends. . if 5 answers r d same then someone really loves u. . ques- which colour suits me the best?,0,150
yar i wanted 2 scold u yest but late already... i where got zhong se qing you? if u ask me b4 he ask me then i'll go out w u all lor. n u still can act so real.,0,160
just normal only here :),0,24
"i feel like a dick because i keep sleeping through your texts and facebook messages. sup, you in town?",0,102
what's happening with you. have you gotten a job and have you begun registration for permanent residency,0,104
waiting for your call.,0,22
er yep sure. props?,0,19
"er yeah, i will b there at 15:26, sorry! just tell me which pub/cafe to sit in and come wen u can",0,97
k sure am in my relatives home. sms me de. pls:-),0,49
"themob> check out our newest selection of content, games, tones, gossip, babes and sport, keep your mobile fit and funky text wap to 82468",1,138
"if i let you do this, i want you in the house by 8am.",0,53
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1,139
i'm sick !! i'm needy !! i want you !! *pouts* *stomps feet* where are you ?! *pouts* *stomps feet* i want my slave !! i want him now !!,0,136
well there's not a lot of things happening in lindsay on new years *sighs* some bars in ptbo and the blue heron has something going,0,131
leave it wif me lar... ü wan to carry meh so heavy... is da num 98321561 familiar to ü?,0,87
will be out of class in a few hours. sorry,0,42
"k so am i, how much for an 8th? fifty?",0,38
have you emigrated or something? ok maybe 5.30 was a bit hopeful...,0,67
88800 and 89034 are premium phone services call 08718711108,1,59
"it's cool, let me know before it kicks off around &lt;#&gt; , i'll be out and about all day",0,91
i hate when she does this. she turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,0,135
no problem. talk to you later,0,29
well i know z will take care of me. so no worries.,0,50
"coffee cake, i guess...",0,23
how about getting in touch with folks waiting for company? just txt back your name and age to opt in! enjoy the community (150p/sms),1,132
"hi this is yijue, can i meet u at 11 tmr?",0,41
he neva grumble but i sad lor... hee... buy tmr lor aft lunch. but we still meetin 4 lunch tmr a not. neva hear fr them lei. ü got a lot of work ar?,0,148
cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. then he started guessing who i was wif n he finally guessed darren lor.,0,158
eat jap done oso aft ur lect wat... ü got lect at 12 rite...,0,60
"thank you so much. when we skyped wit kz and sura, we didnt get the pleasure of your company. hope you are good. we've given you ultimatum oh! we are countin down to aburo. enjoy!",0,179
hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love kate,0,88
i will reach office around &lt;decimal&gt; . &amp; my mobile have problem. you cann't get my voice. so call you asa i'll free,0,125
ok but tell me half an hr b4 u come i need 2 prepare.,0,53
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,0,110
omg i want to scream. i weighed myself and i lost more weight! woohoo!,0,70
ok... then r we meeting later?,0,30
"daddy, shu shu is looking 4 u... u wan me 2 tell him u're not in singapore or wat?",0,82
"probably not, still going over some stuff here",0,46
still at west coast... haiz... ü'll take forever to come back...,0,64
panasonic & bluetoothhdset free. nokia free. motorola free & doublemins & doubletxt on orange contract. call mobileupd8 on 08000839402 or call 2optout,1,150
"awesome, i'll see you in a bit",0,30
not much no fights. it was a good nite!!,0,40
u horrible gal... u knew dat i was going out wif him yest n u still come n ask me...,0,84
god's love has no limit. god's grace has no measure. god's power has no boundaries. may u have god's endless blessings always in ur life...!! gud ni8,0,149
u can call now...,0,17
what i meant to say is cant wait to see u again getting bored of this bridgwater banter,0,87
you can donate £2.50 to unicef's asian tsunami disaster support fund by texting donate to 864233. £2.50 will be added to your next bill,1,135
have you bookedthe hut? and also your time off? how are you by the way?,0,71
company is very good.environment is terrific and food is really nice:),0,70
so its to be poking man everyday that they teach you in canada abi! how are you. just saying hi.,0,96
haha... really oh no... how? then will they deduct your lesson tmr?,0,67
lol great now im getting hungry.,0,32
i'm done. c ü there.,0,20
one day a crab was running on the sea shore..the waves came n cleared the footprints of the crab.. crab asked: being my frnd y r u clearing my beautiful footprints? waves replied: a fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) gud nyt..,0,295
"call me when you/carlos is/are here, my phone's vibrate is acting up and i might not hear texts",0,95
please don't text me anymore. i have nothing else to say.,0,57
"urgent! your mobile was awarded a £1,500 bonus caller prize on 27/6/03. our final attempt 2 contact u! call 08714714011",1,119
en chikku nange bakra msg kalstiya..then had tea/coffee?,0,56
lol they don't know about my awesome phone. i could click delete right now if i want.,0,85
i know i'm lacking on most of this particular dramastorm's details but for the most part i'm not worried about that,0,115
what time u wrkin?,0,18
"yes, my reg is ciao!",0,20
call me when you get the chance plz &lt;3,0,41
anything lor is she coming?,0,27
i have to take exam with in march 3,0,35
then ü ask dad to pick ü up lar... ü wan 2 stay until 6 meh...,0,62
nope watching tv at home... not going out. v bored...,0,53
he needs to stop going to bed and make with the fucking dealing,0,63
there's someone here that has a year &lt;#&gt; toyota camry like mr olayiwola's own. mileage is &lt;#&gt; k.its clean but i need to know how much will it sell for. if i can raise the dough for it how soon after landing will it sell. holla back.,0,244
if i not meeting ü all rite then i'll go home lor. if ü dun feel like comin it's ok.,0,84
"xxxmobilemovieclub: to use your credit, click the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl",1,149
i probably won't eat at all today. i think i'm gonna pop. how was your weekend? did u miss me?,0,94
"they can try! they can get lost, in fact. tee hee",0,49
"u've been selected to stay in 1 of 250 top british hotels - for nothing! holiday valued at £350! dial 08712300220 to claim - national rate call. bx526, sw73ss",1,158
come by our room at some point so we can iron out the plan for this weekend,0,75
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",0,99
now that you have started dont stop. just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,0,133
dear voucher holder have your next meal on us. use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1,153
you have won a guaranteed £1000 cash or a £2000 prize. to claim yr prize call our customer service representative on 08714712412 between 10am-7pm cost 10p,1,154
"probably gonna be here for a while, see you later tonight &lt;)",0,63
u have won a nokia 6230 plus a free digital camera. this is what u get when u win our free auction. to take part send nokia to 83383 now. pobox114/14tcr/w1 16,1,158
bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,81
where r we meeting?,0,19
hey are we going for the lo lesson or gym?,0,42
"i wonder if your phone battery went dead ? i had to tell you, i love you babe",0,77
well i wasn't available as i washob nobbing with last night so they had to ask nickey platt instead of me!;,0,107
i anything lor...,0,17
depends on where u going lor.,0,29
yo sorry was in the shower sup,0,30
"cool, text me when you're parked",0,32
"fyi i'm at usf now, swing by the room whenever",0,46
"44 7732584351, do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705.",1,173
"she was supposed to be but couldn't make it, she's still in town though",0,71
filthy stories and girls waiting for your,1,41
"thanx. yup we coming back on sun. finish dinner going back 2 hotel now. time flies, we're tog 4 exactly a mth today. hope we'll haf many more mths to come...",0,157
"""petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic""",0,96
dont know you bring some food,0,29
"beautiful truth against gravity.. read carefully: ""our heart feels light when someone is in it.. but it feels very heavy when someone leaves it.."" good night",0,157
no need to buy lunch for me.. i eat maggi mee..,0,47
"no, i *didn't* mean to post it. i wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it was what i was feeling at the time. i was angry. before i left, i hit send, then stop. it wasn't there. i checked on my phone when i got to my car. it wasn't there. you said you didn't sleep, you were bored. so why wouldn't that be the time to clean, fold laundry, etc.? at least make the bed?",0,415
not heard from u4 a while. call me now am here all night with just my knickers on. make me beg for it like u did last time 01223585236 xx luv nikiyu4.net,1,153
does uncle timi help in clearing cars,0,37
hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,0,146
no need lar. jus testing e phone card. dunno network not gd i thk. me waiting 4 my sis 2 finish bathing so i can bathe. dun disturb u liao u cleaning ur room.,0,158
tell where you reached,0,22
good. do you think you could send me some pix? i would love to see your top and bottom...,0,89
its good to hear from you,0,25
k i'll call you when i'm close,0,30
im realy soz imat my mums 2nite what about 2moro,0,48
can you do online transaction?,0,30
not from this campus. are you in the library?,0,45
yeah no probs - last night is obviously catching up with you... speak soon,0,74
wamma get laid?want real doggin locations sent direct to your mobile? join the uks largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,1,155
i know but you need to get hotel now. i just got my invitation but i had to apologise. cali is to sweet for me to come to some english bloke's weddin,0,149
i will once i get home,0,22
if you text on your way to cup stop that should work. and that should be bus,0,76
pls speak with me. i wont ask anything other then you friendship.,0,65
you only hate me. you can call any but you didnt accept even a single call of mine. or even you messaged,0,104
"had the money issue weigh me down but thanks to you, i can breathe easier now. i.ll make sure you dont regret it. thanks.",0,121
"oh, yes, i've just been a little under the weather so i've kind of been coccooning at home",0,90
cool. i am &lt;#&gt; inches long. hope you like them big!,0,57
got it..mail panren paru..,0,26
just got to &lt;#&gt;,0,21
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send cash to 86688 only 150p/msg. cc: 08708800282 hg/suite342/2lands row/w1j6hl,1,148
match started.india &lt;#&gt; for 2,0,35
"had your contract mobile 11 mnths? latest motorola, nokia etc. all free! double mins & text on orange tariffs. text yes for callback, no to remove from records",1,159
money i have won wining number 946 wot do i do next,1,51
when are you going to ride your bike?,0,37
yeah right! i'll bring my tape measure fri!,0,43
welp apparently he retired,0,26
why you dint come with us.,0,26
you're right i have now that i think about it,0,45
